"regulator","TF_id","trn_type","gene_name","gene_id","source",
"QscR","PA1898","TF","phzG2","PA1905",26735915,
"CzcR","PA2523","TF","czcC","PA2522",17449606,
"CzcR","PA2523","TF","czcB","PA2521",17449606,
"CzcR","PA2523","TF","czcA","PA2520",17449606,
"SouR","PA4184","TF","glyA1","PA5415",26503852,
"SouR","PA4184","TF","soxB","PA5416",26503852,
"SouR","PA4184","TF","soxD","PA5417",26503852,
"SouR","PA4184","TF","soxA","PA5418",26503852,
"SouR","PA4184","TF","soxG","PA5419",26503852,
"SouR","PA4184","TF","purU2","PA5420",26503852,
"GbdR","PA5380","TF","glyA1","PA5415",26503852,
"GbdR","PA5380","TF","soxB","PA5416",26503852,
"GbdR","PA5380","TF","soxD","PA5417",26503852,
"GbdR","PA5380","TF","soxA","PA5418",26503852,
"GbdR","PA5380","TF","soxG","PA5419",26503852,
"GbdR","PA5380","TF","purU2","PA5420",26503852,
"AmrZ","PA3385","TF","pslA","PA2231",23354748,
"AmrZ","PA3385","TF","pslB","PA2232",23354748,
"AmrZ","PA3385","TF","pslC","PA2233",23354748,
"AmrZ","PA3385","TF","pslD","PA2234",23354748,
"AmrZ","PA3385","TF","pslE","PA2235",23354748,
"AmrZ","PA3385","TF","pslF","PA2236",23354748,
"AmrZ","PA3385","TF","pslG","PA2237",23354748,
"AmrZ","PA3385","TF","pslH","PA2238",23354748,
"AmrZ","PA3385","TF","pslJ","PA2240",23354748,
"AmrZ","PA3385","TF","pslK","PA2241",23354748,
"AmrZ","PA3385","TF","pslL","PA2242",23354748,
"GbuR","PA1422","TF","PA1419","PA1419",12029055,
"GbuR","PA1422","TF","PA1420","PA1420",12029055,
"GbuR","PA1422","TF","gbuA","PA1421",12029055,
"Anr","PA1544","TF","moaA1","PA3914",23967252,
"Anr","PA1544","TF","moaB1","PA3915",23967252,
"Anr","PA1544","TF","moaE","PA3916",23967252,
"Anr","PA1544","TF","moaD","PA3917",23967252,
"Anr","PA1544","TF","moaC","PA3918",23967252,
"Dnr","PA1544","TF","moaA1","PA3914",23967252,
"Dnr","PA1544","TF","moaB1","PA3915",23967252,
"Dnr","PA0527","TF","moaE","PA3916",23967252,
"Dnr","PA0527","TF","moaD","PA3917",23967252,
"Dnr","PA0527","TF","moaC","PA3918",23967252,
"DguR","PA5085","TF","dguA","PA5084",25082951,
"DguR","PA5085","TF","dguB","PA5083",25082951,
"DguR","PA5085","TF","dguC","PA5082",25082951,
"AgmR","PA1978","TF","exaA","PA1982",15184571,
"AgmR","PA1978","TF","exaB","PA1983",15184571,
"AgmR","PA1978","TF","exaC","PA1984",15184571,
"AHL",,"Compound","PA2328","PA2328",21261883,
"AHL",,"Compound","PA2329","PA2329",21261883,
"AHL",,"Compound","PA2330","PA2330",21261883,
"AHL",,"Compound","PA2331","PA2331",21261883,
"GlpR","PA3583","TF","glpF","PA3581",8752340,
"GlpR","PA3583","TF","glpK","PA3582",8752340,
"GlpR","PA3583","TF","glpD","PA3584",8752340,
"FleQ","PA1097","TF","flgB","PA1077",10629180,
"FleQ","PA1097","TF","flgC","PA1078",10629180,
"FleQ","PA1097","TF","flgD","PA1079",10629180,
"FleQ","PA1097","TF","flgE","PA1080",10629180,
"FleQ","PA1097","TF","flgF","PA1081",10629180,
"FleQ","PA1097","TF","flgL","PA1087",10629180,
"FleN","PA1454","TF","flgB","PA1077",10629180,
"FleN","PA1454","TF","flgC","PA1078",10629180,
"FleN","PA1454","TF","flgD","PA1079",10629180,
"FleN","PA1454","TF","flgE","PA1080",10629180,
"FleN","PA1454","TF","flgF","PA1081",10629180,
"FleN","PA1454","TF","flgL","PA1087",10629180,
"ArgR","PA0893","TF","aotJ","PA0888","9286981 15175299",
"ArgR","PA0893","TF","aotQ","PA0889","9286981 15175299",
"ArgR","PA0893","TF","aotM","PA0890","9286981 15175299",
"ArgR","PA0893","TF","aotP","PA0892","9286981 15175299",
"ArgR","PA0893","TF","aruC","PA0895","9286981 15175299",
"ArgR","PA0893","TF","aruF","PA0896","9286981 15175299",
"ArgR","PA0893","TF","aruG","PA0897","9286981 15175299",
"ArgR","PA0893","TF","aruD","PA0898","9286981 15175299",
"ArgR","PA0893","TF","aruB","PA0899","9286981 15175299",
"ArgR","PA0893","TF","aruE","PA0901","9286981 15175299",
"ArgR","PA0893","TF","gdhB","PA3068","9286981 15175299",
"ArgR","PA0893","TF","argG","PA3525","9286981 15175299",
"ArgR","PA0893","TF","argF","PA3537","9286981 15175299",
"ArgR","PA0893","TF","gdhA","PA4588","9286981 15175299",
"ArgR","PA0893","TF","gltB","PA5036","9286981 15175299",
"ArgR","PA0893","TF","arcD","PA5170","9286981 15175299",
"ArgR","PA0893","TF","arcB","PA5172","9286981 15175299",
"ArgR","PA0893","TF","arcA","PA5171","9286981 15175299",
"FpvR","PA2388","TF","fpvG","PA2403","24923658 30386787",
"FpvR","PA2388","TF","fpvH","PA2404","24923658 30386787",
"FpvR","PA2388","TF","fpvJ","PA2405","24923658 30386787",
"FpvR","PA2388","TF","fpvK","PA2406","24923658 30386787",
"FpvR","PA2388","TF","fpvC","PA2407","24923658 30386787",
"FpvR","PA2388","TF","fpvD","PA2408","24923658 30386787",
"FpvR","PA2388","TF","fpvE","PA2409","24923658 30386787",
"FpvR","PA2388","TF","fpvF","PA2410","24923658 30386787",
"PvdS","PA2426","TF","fpvG","PA2403","24923658 30386787",
"PvdS","PA2426","TF","fpvH","PA2404","24923658 30386787",
"PvdS","PA2426","TF","fpvJ","PA2405","24923658 30386787",
"PvdS","PA2426","TF","fpvK","PA2406","24923658 30386787",
"PvdS","PA2426","TF","fpvC","PA2407","24923658 30386787",
"PvdS","PA2426","TF","fpvD","PA2408","24923658 30386787",
"PvdS","PA2426","TF","fpvE","PA2409","24923658 30386787",
"PvdS","PA2426","TF","fpvF","PA2410","24923658 30386787",
"FpvI","PA2387","TF","fpvG","PA2403","24923658 30386787",
"FpvI","PA2387","TF","fpvH","PA2404","24923658 30386787",
"FpvI","PA2387","TF","fpvJ","PA2405","24923658 30386787",
"FpvI","PA2387","TF","fpvK","PA2406","24923658 30386787",
"FpvI","PA2387","TF","fpvC","PA2407","24923658 30386787",
"FpvI","PA2387","TF","fpvD","PA2408","24923658 30386787",
"FpvI","PA2387","TF","fpvE","PA2409","24923658 30386787",
"FpvI","PA2387","TF","fpvF","PA2410","24923658 30386787",
"LasR","PA1430","TF","aprD","PA1246",30190495,
"LasR","PA1430","TF","aprE","PA1247",30190495,
"LasR","PA1430","TF","aprF","PA1248",30190495,
"LasR","PA1430","TF","aprA","PA1249",30190495,
"LasR","PA1430","TF","aprI","PA1250",30190495,
"MvfR","PA1003","TF","ambE","PA2302",27456813,
"MvfR","PA1003","TF","ambD","PA2303",27456813,
"MvfR","PA1003","TF","ambC","PA2304",27456813,
"MvfR","PA1003","TF","ambB","PA2305",27456813,
"FruR","PA3563","TF","fruA","PA3560",14563858,
"FruR","PA3563","TF","fruK","PA3561",14563858,
"FruR","PA3563","TF","fruI","PA3562",14563858,
"EatR","PA4021","TF","eutB","PA4024",27325678,
"EatR","PA4021","TF","eutC","PA4025",27325678,
"EatR","PA4021","TF","eutP","PA4023",27325678,
"EatR","PA4021","TF","exaC","PA1984",27325678,
"RpoN","PA4462","TF","eutB","PA4024",27325678,
"RpoN","PA4462","TF","eutC","PA4025",27325678,
"RpoN","PA4462","TF","eutP","PA4023",27325678,
"RpoN","PA4462","TF","exaC","PA1984",27325678,
"Anr","PA1544","TF","hcnA","PA2193",11092854,
"Anr","PA1544","TF","hcnB","PA2194",11092854,
"Anr","PA1544","TF","hcnC","PA2195",11092854,
"LasR","PA1430","TF","hcnA","PA2193",11092854,
"LasR","PA1430","TF","hcnB","PA2194",11092854,
"LasR","PA1430","TF","hcnC","PA2195",11092854,
"RhlR","PA3477","TF","hcnA","PA2193",11092854,
"RhlR","PA3477","TF","hcnB","PA2194",11092854,
"RhlR","PA3477","TF","hcnC","PA2195",11092854,
"PchR","PA4227","TF","pchD","PA4228",8982005,11208777
"PchR","PA4227","TF","pchC","PA4229",8982005,11208777
"PchR","PA4227","TF","pchB","PA4230",8982005,11208777
"PchR","PA4227","TF","pchA","PA4231",8982005,11208777
"PchR","PA4227","TF","PA4222","PA4222",8982005,11208777
"PchR","PA4227","TF","PA4223","PA4223",8982005,11208777
"PchR","PA4227","TF","pchG","PA4224",8982005,11208777
"PchR","PA4227","TF","pchF","PA4225",8982005,11208777
"PchR","PA4227","TF","pchE","PA4226",8982005,11208777
"ErbR","PA1978","TF","pqqA","PA1985",19902179,
"ErbR","PA1978","TF","pqqB","PA1986",19902179,
"ErbR","PA1978","TF","pqqC","PA1987",19902179,
"ErbR","PA1978","TF","pqqD","PA1988",19902179,
"ErbR","PA1978","TF","pqqE","PA1989",19902179,
"ErbR","PA1978","TF","pqqH","PA1990",19902179,
"PprB","PA4296","TF","tadD","PA4299",19151143,
"PprB","PA4296","TF","tadC","PA4300",19151143,
"PprB","PA4296","TF","tadB","PA4301",19151143,
"PprB","PA4296","TF","tadA","PA4302",19151143,
"PprB","PA4296","TF","tadZ","PA4303",19151143,
"AntR","PA2511","TF","catA","PA2507",20498077,
"AntR","PA2511","TF","catC","PA2508",20498077,
"AntR","PA2511","TF","catB","PA2509",20498077,
"AntR","PA2511","TF","antA","PA2512",20498077,
"AntR","PA2511","TF","antB","PA2513",20498077,
"AntR","PA2511","TF","antC","PA2514",20498077,
"CpxR","PA3204","TF","opmB","PA2525",27736975,
"CpxR","PA3204","TF","muxC","PA2526",27736975,
"CpxR","PA3204","TF","muxB","PA2527",27736975,
"CpxR","PA3204","TF","muxA","PA2528",27736975,
"RpoS","PA3622","TF","coxB","PA0105",14763974,
"RpoS","PA3622","TF","coxA","PA0106",14763974,
"RpoS","PA3622","TF","PA0107","PA0107",14763974,
"RpoS","PA3622","TF","coIII","PA0108",14763974,
"AlgU","PA0762","TF","mucA","PA0763",15516570,
"AlgU","PA0762","TF","mucB","PA0764",15516570,
"AlgU","PA0762","TF","mucC","PA0765",15516570,
"AlgU","PA0762","TF","mucD","PA0766",15516570,
"MexS","PA2491","TF","mexE","PA2493",21078928,
"MexS","PA2491","TF","mexF","PA2494",21078928,
"MexS","PA2491","TF","OprN","PA2495",21078928,
"MexT","PA2492","TF","mexE","PA2493",21078928,
"MexT","PA2492","TF","mexF","PA2494",21078928,
"MexT","PA2492","TF","OprN","PA2495",21078928,
"Vfr","PA1003","TF","pqsA","PA0996",24239007,
"Vfr","PA1003","TF","pqsB","PA0997",24239007,
"Vfr","PA1003","TF","pqsC","PA0998",24239007,
"Vfr","PA1003","TF","pqsD","PA0999",24239007,
"Vfr","PA1003","TF","pqsE","PA1000",24239007,
"Vfr","PA1003","TF","phnA","PA1001",15686549,
"Vfr","PA1003","TF","phnB","PA1002",15686549,
"Sigma factor X","PA1776","TF","braG","PA1070","Pseudomonas.com",
"Sigma factor X","PA1776","TF","braF","PA1071","Pseudomonas.com",
"Sigma factor X","PA1776","TF","braE","PA1072","Pseudomonas.com",
"Sigma factor X","PA1776","TF","braD","PA1073","Pseudomonas.com",
"Sigma factor X","PA1776","TF","braC","PA1074","Pseudomonas.com",
"FleQ","PA1097","TF","fliM","PA1443",10629180,
"FleQ","PA1097","TF","fliN","PA1444",10629180,
"FleQ","PA1097","TF","fliO","PA1445",10629180,
"FleQ","PA1097","TF","fliP","PA1446",10629180,
"FleQ","PA1097","TF","fliQ","PA1447",10629180,
"FleQ","PA1097","TF","fliE","PA1100",10629180,
"FleQ","PA1097","TF","fliF","PA1101",10629180,
"FleQ","PA1097","TF","fliG","PA1102",10629180,
"FleQ","PA1097","TF","fleS","PA1098",10629180,
"FleQ","PA1097","TF","fleR","PA1099",10629180,
"FleN","PA1454","TF","fliM","PA1443",10629180,
"FleN","PA1454","TF","fliN","PA1444",10629180,
"FleN","PA1454","TF","fliO","PA1445",10629180,
"FleN","PA1454","TF","fliP","PA1446",10629180,
"FleN","PA1454","TF","fliQ","PA1447",10629180,
"FleN","PA1454","TF","fliE","PA1100",10629180,
"FleN","PA1454","TF","fliF","PA1101",10629180,
"FleN","PA1454","TF","fliG","PA1102",10629180,
"FleN","PA1454","TF","fleS","PA1098",10629180,
"FleN","PA1454","TF","fleR","PA1099",10629180,
"TagR1","PA0071","TF","ppkA","PA0074",19400797,
"TagR1","PA0071","TF","pppA","PA0075",19400797,
"PhhR","PA0873","TF","phhC","PA0870",10217769,
"PhhR","PA0873","TF","phhB","PA0871",10217769,
"PhhR","PA0873","TF","phhA","PA0872",10217769,
"PhhR","PA0873","TF","dhcA","PA1999",10217769,
"PhhR","PA0873","TF","dhcB","PA2000",10217769,
"Sfa2","PA1663","TF","hsiA1","PA1656",25721475,
"Sfa2","PA1663","TF","hsiB2","PA1657",25721475,
"Sfa2","PA1663","TF","hsiC2","PA1658",25721475,
"Sfa2","PA1663","TF","hsiF2","PA1659",25721475,
"Sfa2","PA1663","TF","hsiG2","PA1660",25721475,
"Sfa2","PA1663","TF","hsiF2","PA1661",25721475,
"Sfa2","PA1663","TF","clpV2","PA1662",25721475,
"Sfa2","PA1663","TF","sfa2","PA1663",25721475,
"Sfa2","PA1663","TF","orfX","PA1664",25721475,
"Sfa2","PA1663","TF","fha2","PA1665",25721475,
"Sfa2","PA1663","TF","lip2","PA1666",25721475,
"Sfa2","PA1663","TF","hsiJ2","PA1667",25721475,
"Sfa2","PA1663","TF","dotU2","PA1668",25721475,
"Sfa2","PA1663","TF","icmF2","PA1669",25721475,
"Sfa2","PA1663","TF","stp1","PA1670",25721475,
"Sfa2","PA1663","TF","stk1","PA1671",25721475,
"CopR","PA2809","TF","pcoA","PA2064",28760827,
"CopR","PA2809","TF","pcoB","PA2065",28760827,
"EsrC","PA4596","TF","oprJ","PA4597",25143244,
"EsrC","PA4596","TF","mexD","PA4598",25143244,
"EsrC","PA4596","TF","mexC","PA4599",25143244,
"NfxB","PA4600","TF","oprJ","PA4597",25143244,
"NfxB","PA4600","TF","mexD","PA4598",25143244,
"NfxB","PA4600","TF","mexC","PA4599",25143244,
"Prrf",,"sRNA","leuD","PA3120",30962354,
"Prrf",,"sRNA","leuC","PA3121",30962354,
"ModR","PA0487","TF","modA","PA1863","Pseudomonas.com",
"ModR","PA0487","TF","modB","PA1862","Pseudomonas.com",
"ModR","PA0487","TF","modC","PA1861","Pseudomonas.com",
"NarL","PA3879","TF","narI","PA3872",21833336,
"NarL","PA3879","TF","narJ","PA3873",21833336,
"NarL","PA3879","TF","narH","PA3874",21833336,
"NarL","PA3879","TF","narG","PA3875",21833336,
"NarL","PA3879","TF","narK2","PA3876",21833336,
"NarL","PA3879","TF","narK1","PA3877",21833336,
"AtsR","PA0186","TF","atsA","PA0183",10715018,
"AtsR","PA0186","TF","atsC","PA0184",10715018,
"AtsR","PA0186","TF","atsB","PA0185",10715018,
"PA1226","PA1226","TF","PA0754","PA0754",29995308,
"PA1226","PA1226","TF","yneJ","PA1413",29995308,
"PA1226","PA1226","TF","fpvG","PA2403",29995308,
"PA1226","PA1226","TF","fpvH","PA2404",29995308,
"PA1226","PA1226","TF","fpvJ","PA2405",29995308,
"PA1226","PA1226","TF","fpvK","PA2406",29995308,
"PA1226","PA1226","TF","potF4","PA2711",29995308,
"PA1226","PA1226","TF","wbpI","PA3148",29995308,
"PA1226","PA1226","TF","wbpH","PA3149",29995308,
"PA1226","PA1226","TF","wbpG","PA3150",29995308,
"PA1226","PA1226","TF","algD","PA3540",29995308,
"PA1226","PA1226","TF","alg8","PA3541",29995308,
"PA1226","PA1226","TF","alg44","PA3542",29995308,
"PA1226","PA1226","TF","algK","PA3543",29995308,
"PA1226","PA1226","TF","algE","PA3544",29995308,
"PA1226","PA1226","TF","algG","PA3545",29995308,
"PA1226","PA1226","TF","algX","PA3546",29995308,
"PA1226","PA1226","TF","algL","PA3547",29995308,
"PA1226","PA1226","TF","algI","PA3548",29995308,
"PA1226","PA1226","TF","PA3927","PA3927",29995308,
"PA1226","PA1226","TF","NmoR","PA4203",29995308,
"PA1226","PA1226","TF","fimU","PA4550",29995308,
"PA1226","PA1226","TF","pilV","PA4551",29995308,
"PA1226","PA1226","TF","pilW","PA4552",29995308,
"PA1226","PA1226","TF","pilX","PA4553",29995308,
"PA1226","PA1226","TF","pilY1","PA4554",29995308,
"PA1226","PA1226","TF","pilY2","PA4555",29995308,
"PA1226","PA1226","TF","pilE","PA4556",29995308,
"PA1226","PA1226","TF","PA5284","PA5284",29995308,
"FoxR","PA2467","TF","foxI","PA2468",16484199,
"FoxR","PA2467","TF","foxA","PA2466",16484199,
"Fur","PA1544","TF","foxI","PA2468",16484199,
"Fur","PA1544","TF","foxA","PA2466",16484199,
"MvaT","PA4315","TF","cupA1","PA2128",15090530,
"MvaT","PA4315","TF","cupA2","PA2129",15090530,
"MvaT","PA4315","TF","cupA3","PA2130",15090530,
"MvaT","PA4315","TF","cupA4","PA2131",15090530,
"MvaT","PA4315","TF","cupA5","PA2132",15090530,
"RpoS","PA3622","TF","napC","PA1172",14763974,
"RpoS","PA3622","TF","napB","PA1173",14763974,
"RpoS","PA3622","TF","napA","PA1174",14763974,
"RpoS","PA3622","TF","napD","PA1175",14763974,
"RpoS","PA3622","TF","napF","PA1176",14763974,
"RpoS","PA3622","TF","napE","PA1177",14763974,
"ErbR","PA1978","TF","exaA","PA1982",19902179,
"ErbR","PA1978","TF","exaB","PA1983",19902179,
"ErbR","PA1978","TF","exaC","PA1984",19902179,
"ErbR","PA1978","TF","pqqA","PA1985",19902179,
"ErbR","PA1978","TF","pqqB","PA1986",19902179,
"ErbR","PA1978","TF","pqqC","PA1987",19902179,
"ErbR","PA1978","TF","pqqD","PA1988",19902179,
"ErbR","PA1978","TF","pqqE","PA1989",19902179,
"ErbR","PA1978","TF","pqqH","PA1990",19902179,
"ErbR","PA1978","TF","eraS","PA1979",19902179,
"ErbR","PA1978","TF","eraR","PA1980",19902179,
"AmpR","PA4109","TF","ampC","PA4110",16251318,
"AmpR","PA4109","TF","PA4111","PA4111",16251318,
"XisF4","PA0716","TF","PA0718","PA0718",30475408,
"XisF4","PA0716","TF","PA0719","PA0719",30475408,
"XisF4","PA0716","TF","PA0720","PA0720",30475408,
"XisF4","PA0716","TF","PA0721","PA0721",30475408,
"XisF4","PA0716","TF","PA0722","PA0722",30475408,
"XisF4","PA0716","TF","coaB","PA0723",30475408,
"XisF4","PA0716","TF","coaA","PA0724",30475408,
"XisF4","PA0716","TF","PA0725","PA0725",30475408,
"XisF4","PA0716","TF","PA0726","PA0726",30475408,
"XisF4","PA0716","TF","PA0727","PA0727",30475408,
"XisF4","PA0716","TF","PA0728","PA0728",30475408,
"AmiE","PA3366","TF","PA2110","PA2110",28981745,
"AmiE","PA3366","TF","PA2111","PA2111",28981745,
"AmiE","PA3366","TF","PA2112","PA2112",28981745,
"AmiE","PA3366","TF","opdO","PA2113",28981745,
"AmiE","PA3366","TF","PA2114","PA2114",28981745,
"ExsB","PA1712","TF","pscB","PA1715",25690097,
"ExsB","PA1712","TF","pscC","PA1716",25690097,
"ExsB","PA1712","TF","pscD","PA1717",25690097,
"ExsB","PA1712","TF","pscE","PA1718",25690097,
"ExsB","PA1712","TF","pscF","PA1719",25690097,
"ExsB","PA1712","TF","pscG","PA1720",25690097,
"ExsB","PA1712","TF","pscH","PA1721",25690097,
"ExsB","PA1712","TF","pscI","PA1722",25690097,
"ExsB","PA1712","TF","pscJ","PA1723",25690097,
"ExsB","PA1712","TF","pscK","PA1724",25690097,
"ExsB","PA1712","TF","pscL","PA1725",25690097,
"ExsB","PA1712","TF","popB","PA1708",25690097,
"ExsB","PA1712","TF","pcrV","PA1706",25690097,
"AauR","PA1335","TF","aatP","PA1339",25082951,
"AauR","PA1335","TF","aatM","PA1340",25082951,
"AauR","PA1335","TF","aatQ","PA1341",25082951,
"AauR","PA1335","TF","aatJ","PA1342",25082951,
"PmrA","PA4776","TF","arnB","PA3552","Pseudomonas.com",
"PmrA","PA4776","TF","arnC","PA3553","Pseudomonas.com",
"PmrA","PA4776","TF","arnA","PA3554","Pseudomonas.com",
"PmrA","PA4776","TF","arnD","PA3555","Pseudomonas.com",
"PmrA","PA4776","TF","arnT","PA3556","Pseudomonas.com",
"PmrA","PA4776","TF","arnE","PA3557","Pseudomonas.com",
"PmrA","PA4776","TF","arnF","PA3558","Pseudomonas.com",
"Anr","PA1544","TF","arcD","PA5170",1325563,
"Anr","PA1544","TF","arcB","PA5172",1325563,
"Anr","PA1544","TF","arcA","PA5171",1325563,
"Anr","PA1544","TF","arcC","PA5173",1325563,
"Anr","PA1544","TF","nirN","PA0509",26078448,
"Anr","PA1544","TF","nirE","PA0510",26078448,
"Anr","PA1544","TF","nirJ","PA0511",26078448,
"Anr","PA1544","TF","nirH","PA0512",26078448,
"Anr","PA1544","TF","nirG","PA0513",26078448,
"Anr","PA1544","TF","nirL","PA0514",26078448,
"Anr","PA1544","TF","nirD","PA0515",26078448,
"Anr","PA1544","TF","nirF","PA0516",26078448,
"Anr","PA1544","TF","nirC","PA0517",26078448,
"Anr","PA1544","TF","nirM","PA0518",26078448,
"Anr","PA1544","TF","nirS","PA0519",26078448,
"Anr","PA1544","TF","ccoP2","PA1555",26078448,
"Anr","PA1544","TF","ccoQ2","PA1555.1",26078448,
"Anr","PA1544","TF","ccoO2","PA1556",26078448,
"Anr","PA1544","TF","ccoN2","PA1557",26078448,
"AlgR","PA5261","TF","fimU","PA4550",29995308,
"AlgR","PA5261","TF","pilV","PA4551",29995308,
"AlgR","PA5261","TF","pilW","PA4552",29995308,
"AlgR","PA5261","TF","pilX","PA4553",29995308,
"AlgR","PA5261","TF","pilY1","PA4554",29995308,
"AlgR","PA5261","TF","pilY2","PA4555",29995308,
"CbrB","PA4726","TF","spuA","PA0297",16849793,
"CbrB","PA4726","TF","spuB","PA0298",16849793,
"CbrB","PA4726","TF","spuC","PA0299",16849793,
"CbrB","PA4726","TF","spuD","PA0300",16849793,
"CbrB","PA4726","TF","apuE","PA0301",16849793,
"CbrB","PA4726","TF","spuA","PA0297",16849793,
"CbrB","PA4726","TF","spuB","PA0298",16849793,
"CbrB","PA4726","TF","spuC","PA0299",16849793,
"CbrB","PA4726","TF","spuD","PA0300",16849793,
"CbrB","PA4726","TF","spuE","PA0301",16849793,
"CbrB","PA4726","TF","spuF","PA0302",16849793,
"CbrB","PA4726","TF","spuG","PA0303",16849793,
"CbrB","PA4726","TF","spuH","PA0304",16849793,
"BauR","PA0133","TF","spuA","PA0297",21622750,
"BauR","PA0133","TF","spuB","PA0298",21622750,
"BauR","PA0133","TF","spuC","PA0299",21622750,
"BauR","PA0133","TF","spuD","PA0300",21622750,
"BauR","PA0133","TF","spuE","PA0301",21622750,
"BauR","PA0133","TF","spuF","PA0302",21622750,
"BauR","PA0133","TF","spuG","PA0303",21622750,
"BauR","PA0133","TF","spuH","PA0304",21622750,
"Sigma-70","PA4896","TF","PA0614","PA0614",18086184,
"Sigma-70","PA4896","TF","PA0615","PA0615",18086184,
"Sigma-70","PA4896","TF","PA0616","PA0616",18086184,
"Sigma-70","PA4896","TF","PA0617","PA0617",18086184,
"Sigma-70","PA4896","TF","PA0618","PA0618",18086184,
"Sigma-70","PA4896","TF","PA0619","PA0619",18086184,
"Sigma-70","PA4896","TF","PA0620","PA0620",18086184,
"Sigma-70","PA4896","TF","PA0621","PA0621",18086184,
"Sigma-70","PA4896","TF","PA0622","PA0622",18086184,
"Sigma-70","PA4896","TF","PA0623","PA0623",18086184,
"Sigma-70","PA4896","TF","PA0624","PA0624",18086184,
"Sigma-70","PA4896","TF","PA0625","PA0625",18086184,
"Sigma-70","PA4896","TF","PA0626","PA0626",18086184,
"Sigma-70","PA4896","TF","PA0627","PA0627",18086184,
"Sigma-70","PA4896","TF","PA0628","PA0628",18086184,
"Sigma-70","PA4896","TF","PA0629","PA0629",18086184,
"Sigma-70","PA4896","TF","PA0630","PA0630",18086184,
"Sigma-70","PA4896","TF","PA0631","PA0631",18086184,
"Sigma-70","PA4896","TF","PA0633","PA0633",18086184,
"Sigma-70","PA4896","TF","PA0634","PA0634",18086184,
"Sigma-70","PA4896","TF","PA0635","PA0635",18086184,
"Sigma-70","PA4896","TF","PA0636","PA0636",18086184,
"Sigma-70","PA4896","TF","PA0637","PA0637",18086184,
"Sigma-70","PA4896","TF","PA0638","PA0638",18086184,
"Sigma-70","PA4896","TF","PA0639","PA0639",18086184,
"Sigma-70","PA4896","TF","PA0640","PA0640",18086184,
"Sigma-70","PA4896","TF","PA0641","PA0641",18086184,
"Sigma-70","PA4896","TF","PA0643","PA0643",18086184,
"Sigma-70","PA4896","TF","PA0644","PA0644",18086184,
"Sigma-70","PA4896","TF","PA0645","PA0645",18086184,
"Dnr","PA0527","TF","nirN","PA0509",23967252,
"Dnr","PA0527","TF","nirE","PA0510",23967252,
"Dnr","PA0527","TF","nirJ","PA0511",23967252,
"Dnr","PA0527","TF","nirH","PA0512",23967252,
"Dnr","PA0527","TF","nirG","PA0513",23967252,
"Dnr","PA0527","TF","nirL","PA0514",23967252,
"Dnr","PA0527","TF","nirD","PA0515",23967252,
"Dnr","PA0527","TF","nirF","PA0516",23967252,
"Dnr","PA0527","TF","nirC","PA0517",23967252,
"Dnr","PA0527","TF","nirM","PA0518",23967252,
"Dnr","PA0527","TF","nirS","PA0519",23967252,
"Dnr","PA0527","TF","nirQ","PA0520",23967252,
"Dnr","PA0527","TF","nirO","PA0521",23967252,
"Dnr","PA0527","TF","nirP","PA0522",23967252,
"MdcR","PA0217","TF","mdcA","PA0208",31086830,
"MdcR","PA0217","TF","mdcB","PA0209",31086830,
"MdcR","PA0217","TF","mdcC","PA0210",31086830,
"MdcR","PA0217","TF","mdcD","PA0211",31086830,
"MdcR","PA0217","TF","mdcE","PA0212",31086830,
"MdcR","PA0217","TF","mdcG","PA0213",31086830,
"MdcR","PA0217","TF","mdcH","PA0214",31086830,
"GltR","PA3192","TF","gltK","PA3187",28981745,
"GltR","PA3192","TF","gltG","PA3188",28981745,
"GltR","PA3192","TF","gltF","PA3189",28981745,
"GltR","PA3192","TF","gltB","PA3190",28981745,
"GltR","PA3192","TF","gltS","PA3191",28981745,
"ParB","PA5562","TF","PA0492","PA0492",29648658,
"ParB","PA5562","TF","PA0493","PA0493",29648658,
"ParB","PA5562","TF","PA0494","PA0494",29648658,
"ParB","PA5562","TF","PA0495","PA0495",29648658,
"ParB","PA5562","TF","PA0496","PA0496",29648658,
"k-opioid",,"Compound","PA1211","PA1211",22514685,
"k-opioid",,"Compound","PA1212","PA1212",22514685,
"k-opioid",,"Compound","PA1213","PA1213",22514685,
"k-opioid",,"Compound","PA1214","PA1214",22514685,
"k-opioid",,"Compound","PA1215","PA1215",22514685,
"k-opioid",,"Compound","PA1216","PA1216",22514685,
"k-opioid",,"Compound","PA1217","PA1217",22514685,
"k-opioid",,"Compound","PA1218","PA1218",22514685,
"k-opioid",,"Compound","PA1219","PA1219",22514685,
"k-opioid",,"Compound","PA1220","PA1220",22514685,
"k-opioid",,"Compound","PA1221","PA1221",22514685,
"RsmA","PA0905","TF","hpcG","PA4127",16436429,
"RsmA","PA0905","TF","hpcH","PA4128",16436429,
"RsmA","PA0905","TF","PA4129","PA4129",16436429,
"RsmA","PA0905","TF","PA4130","PA4130",16436429,
"RsmA","PA0905","TF","PA4131","PA4131",16436429,
"RsmA","PA0905","TF","mpaR","PA4132",16436429,
"RsmA","PA0905","TF","PA4133","PA4133",16436429,
"RsmA","PA0905","TF","PA4134","PA4134",16436429,
"RpoN","PA4462","TF","PA2134","PA2134",22210761,
"RpoN","PA4462","TF","PA2135","PA2135",22210761,
"RpoN","PA4462","TF","PA2136","PA2136",22210761,
